ImageID,Labels,Caption
12513.jpg,8 5,"An airliner is on the runway with equipment by the nose."
12514.jpg,1 2 10 13,"A crossing card on rollerblades holds a traffic sign for a group of cyclists."
12515.jpg,18,"a little white dog laying on a brown sofa"
12516.jpg,1 10 3 6,"Police investigating a bus crash on a city street."
12517.jpg,1 15,"Two women on a field chasing after a soccer ball"
12518.jpg,1,"some men on surfboards out on the water"
12519.jpg,8 1 3,"A man riding a skateboard while holding a surfboard."
12520.jpg,1,"A woman holding a bottle of tequila looks at a bunch of phones"
12521.jpg,1,"A batter at bat at a major league game."
12522.jpg,17,"two cats, one orange and one gray, sit on  a shelf intended for shoes"
12523.jpg,10 3 14,"a car with its door open on a street corner."
12524.jpg,1,"a woman is working on someones hair at a salon"
12525.jpg,18,"A brown dog laying on a rock covered dirt ground."
12526.jpg,1 3,"A bunch of guys skating on skateboards at the park."
12527.jpg,9 1,"A person is water skiing behind a boat."
12528.jpg,1,"A woman sitting next to a man eating food."
12529.jpg,1,"A baseball player holding a baseball bat on a field."
12530.jpg,1 15,"A little girl sitting on a bench next to a fountain."
12531.jpg,17,"Black and white cat on a table with an empty glass."
12532.jpg,8 1,"A group of people that are standing near a pole."
12533.jpg,1,"A young child with glasses eating broccoli with his fingers"
12534.jpg,1 3,"A street signs reads "Peace Road" in English and also in Arabic."
12535.jpg,1,"A row of people sit on a orange bench in front of a table of food and pans."
12536.jpg,1,"Promotional photo showing snowboarder doing aerial stunt over steep slope."
12537.jpg,1 18,"a person on a beach with a dog and a frisbee"
12538.jpg,1 10 3,"a male with a black shirt and a black and white street sign"
12539.jpg,1,"A woman playing tennis has just hit the ball."
12540.jpg,1 3,"A man eating a piece of chicken with both hands."
12541.jpg,1,"A little girl pulling a kite across a field."
12542.jpg,14,"A shopping cart and a parking meter in the grass."
12543.jpg,17,"a cat lays down on a board of wood"
12544.jpg,10 7,"A yellow and green train traveling down train tracks."
12545.jpg,1,"a kitchen with a table a refrigerator and a stove"
12546.jpg,1,"A couple of people in defensive stances on a tennis court."
12547.jpg,1,"A baby in its high chair in front of a variety of foods."
12548.jpg,1,"Two men sitting at a table with four glasses of wine."
12549.jpg,1,"A conference area with people sitting at tables eating."
12550.jpg,1,"a group of people sitting around a table with laptops"
12551.jpg,1 9,"Two surfers, one holding his board under his arm, while the other swims with his board."
12552.jpg,1,"Many people are holding their luggage bags."
12553.jpg,1,"A man riding a skateboard in a covered skate park."
12554.jpg,16,"A group of zebras are together in the watering hole."
12555.jpg,1,"a boy playing wii bowling, on a big tv"
12556.jpg,8 13,"Some trucks are being parked on a parking lot."
12557.jpg,1,"A blue table topped with a red basket full of fries and a burrito."
12558.jpg,1,"Four people smiling with tennis rackets in their hands."
12559.jpg,9 1 15,"A small white boat at a dock in the water."
12560.jpg,1,"a person walking by an assortment of fruits on display"
12561.jpg,1,"A man standing on a tennis court holding a racquet."
12562.jpg,1,"there are many people riding elephants across the water"
12563.jpg,1,"a woman is blow drying a kids head"
12564.jpg,1,"Bald mannequin leaning against wall with shirt open."
12565.jpg,6,"An old school bus is parked in a field."
12566.jpg,1,"Guy on skiis being dragged by off camera boat."
12567.jpg,9,"Three boats tied to the docks while floating on a river."
12568.jpg,1,"A woman in brown jacket walking with a piece of luggage."
12569.jpg,1,"A man that is standing with a kite in the grass."
12570.jpg,1,"A person holds a cell phone in their hand for the camera."
12571.jpg,1,"There are three kids jumping near the trees."
12572.jpg,8 3 7,"A train traveling over a bridge over a water way."
12573.jpg,1,"A young man with a tennis racquet sitting next to a young woman."
12574.jpg,17,"a cat sitting in the middle of a bed"
12575.jpg,1 2 9 15,"A family board a boat on a rainy day."
12576.jpg,1,"an adult and two children snow skiers snow and trees"
12577.jpg,1,"A baseball player with a bat up in the air."
12578.jpg,4,"A parked motorcycle sitting next to a brick wall."
12579.jpg,10 1 2 3,"A person on a bike on a street by a car."
12580.jpg,19,"A horse on a snowy field standing under a tree."
12581.jpg,5,"Four engine jet airplane in flight, gaining altitude."
12582.jpg,1 6,"This blue and yellow transit bus provides information about the service it self rather than advertisements."
12583.jpg,1,"A person on a snowy slope with skies on their shoulder."
12584.jpg,1 3 6 8 10,"people walk down a street, one holds and umbrella."
12585.jpg,1,"A woman in a plaid shirt looking at her cell phone."
12586.jpg,1 6,"A transit bus stopped at the side of a street."
12587.jpg,1,"The tennis team is posed in white shirts."
12588.jpg,1,"The surf board is being held vertically over the water."
12589.jpg,1,"Some kites that are flying over a couple buildings."
12590.jpg,13,"Flowers growing beside a stop sign located between three poles."
12591.jpg,1,"The baseball players are gathered around the base."
12592.jpg,17 15,"A black and white photo of a cat sitting on a bench."
12593.jpg,1,"A child in a colorful costume and matching umbrella."
12594.jpg,1,"A group of friends standing next to each other in front of a snow covered mountain."
12595.jpg,1,"A beautiful little girl sitting on top of a bed holding a stuffed animal."
12596.jpg,7,"A yellow and gray train parked at a train station."
12597.jpg,1,"A girl sitting at a dining table with a birthday cake in front of her."
12598.jpg,1,"A women watching a man describing a golf course."
12599.jpg,1,"A woman is playing tennis on a tennis court."
12600.jpg,1,"A person falling off a blue and white surfboard."
12601.jpg,1,"A man standing in a kitchen with granite countertops."
12602.jpg,7,"Two trains traveling side by side down the tracks"
12603.jpg,1,"A city square crowded with people gathering together"
12604.jpg,1 3 4 6,"a group of motorcycle riders sitting around on part of the road"
12605.jpg,16 9,"A blue and red boat rests in shallow water."
12606.jpg,1 4,"A woman walking in front of a shop full of dress beside a moped."
12607.jpg,1 4,"A man driving a scooter with two women sitting on the back of it."
12608.jpg,1 4,"Several people on motorcycles travelling in the street."
12609.jpg,1,"A man tries to stand on his surf board in the water."
12610.jpg,1,"A woman holding a child next to a wooden fence."
12611.jpg,1 6,"A double decker bus is driving along the street."
12612.jpg,5,"US Navy Blue Angels flying through the sky with a smoke trail."
12613.jpg,17,"a cat that is laying in some kind of bag"
12614.jpg,1 15,"A young boy on the court with a tennis racket in his hand getting ready to play."
12615.jpg,1,"A man drinking wine while giving a thumbs up"
12616.jpg,9,"A large steel boat floating on top of water."
12617.jpg,1,"A baby laying on a baseball glove near a bat and ball."
12618.jpg,1,"There is a man smiling with a banana in front of his mouth"
12619.jpg,1,"A beautiful woman holding a surfboard on top of a beach."
12620.jpg,1,"A baseball player pitching a ball on top of a field."
12621.jpg,9,"A lot of boats that are in the water."
12622.jpg,8,"Picture of countryside along the railroad tracks and a large white building."
12623.jpg,1,"A close up picture of a middle aged man that is smiling."
12624.jpg,1 3 6 8 10 15,"A red trolley car driving down a city street."
12625.jpg,1,"A large kite flying above a lush green field."
12626.jpg,1,"A man riding an elephant into the water"
12627.jpg,3,"A couple of giraffe standing in the middle of a road."
12628.jpg,1,"A woman standing next to a tree holding a pink frisbee."
12629.jpg,1,"Man appears to be asleep on his bed with no shirt on"
12630.jpg,1,"A woman in white is on a tennis court with her tennis racket held back behind her."
12631.jpg,8 1 10 3,"Skyscrapers line the street on either side of the overpass of the city street."
12632.jpg,16,"there are several birds that are standing at the beach"
12633.jpg,1,"a close up of a hand toucing a digital clock"
12634.jpg,1,"A green plate topped with breakfast foods sitting next to a  cup of juice."
12635.jpg,13,"A red stop sign sitting under a couple of street signs."
12636.jpg,1,"a man goofing around with a tie in a box"
12637.jpg,1 7 15,"A subway train stopped to except new passengers"
12638.jpg,1,"The Big Ben clock tower towering over the city of London."
12639.jpg,1,"A group of people standing in a room next to a table of food."
12640.jpg,1,"A man skateboards up a ramp with his arms up."
12641.jpg,1,"A woman catching a Frisbee in a black and white photo."
12642.jpg,1 3,"A young girl attempts to make a play on the soccer ball."
12643.jpg,18,"a black and white photo of a dog in a window"
12644.jpg,1,"A group of people on a beach flying kites."
12645.jpg,1 4,"A man in a helmet standing behind a motorcycle."
12646.jpg,16,"A goose walking on sand with a body of water in the background."
12647.jpg,1,"A man flying through the air while riding a snowboard."
12648.jpg,1,"A woman sitting on a chair next to a man."
12649.jpg,1,"A person on skis skiing down a mountain slope."
12650.jpg,1 2,"Kite flying takes place all around the Washington Monument."
12651.jpg,1,"A baseball pitcher about to throw the ball in a game."
12652.jpg,1,"A boy in a uniform throwing a baseball."
12653.jpg,1 19 7,"a black and white photo of a train at a station"
12654.jpg,1,"A young child riding on top of a surfboard in the ocean."
12655.jpg,1 3 5 6 10 15,"A woman sitting on a bench over looking a road below."
12656.jpg,1 15,"A couple of men holding tennis racquets on a tennis court."
12657.jpg,1,"A lady is holding a baby boy near some pizza with another family in the background."
12658.jpg,1,"Man cutting a large pizza on a counter with another pizza already in a box."
12659.jpg,1,"A woman standing next to a man as they cute a cake."
12660.jpg,1 15,"An older gentleman in overalls sitting on a bench."
12661.jpg,1,"A man on a surfboard surfing a low tide in an ocean."
12662.jpg,8 1,"A soccer game is being played on a grassy field."
12663.jpg,1,"there is a cow lying in the street with people talking by."
12664.jpg,1,"A DAY OF FUN WITH JUST THE GUYS AND THEIR FRISBEE"
12665.jpg,1,"A man holding a Nintendo Wii game controller."
12666.jpg,1,"young lady with very long hair hold a huge slice of pizza"
12667.jpg,1,"A large clock hanging off the side of a building."
12668.jpg,17,"A cat playing with an open laptop computer."
12669.jpg,1,"A man standing next to home base holding a baseball bat."
12670.jpg,1 9,"a pier with a row of sail boats docked near it"
12671.jpg,2,"Bicycle dressed as an octopus pulling a small cart."
12672.jpg,1,"Couple sitting at table eating out of Styrofoam plates with a baby in a stroller."
12673.jpg,1,"A rider on a surf board with the board coming off the wave."
12674.jpg,1,"Adults with young child sitting next to brick wall outdoors."
12675.jpg,1,"A man sitting on a brown couch while holding a Nintendo Wii controller."
12676.jpg,1,"Two snowboarders on a flat area of the snow together."
12677.jpg,11,"a large cow in a field covered in snow"
12678.jpg,1 3,"A woman swinging a racquet at a tennis ball."
12679.jpg,8 1,"A blue truck with two sheep sitting on it's trailer."
12680.jpg,1,"An old black and white photo of a man working in a commercial kitchen."
12681.jpg,1,"A baseball team playing a game of baseball in a baseball field."
12682.jpg,1 2 4 6,"A bike hanging off the side of a vehicle."
12683.jpg,1,"Two frames showing two soccer players, one on the ground."
12684.jpg,1,"Two people on skis next to a brown building"
12685.jpg,1,"A young boy talking on a phone while wearing a brown shirt."
12686.jpg,1 19 7,"An old black and white photo of an old classic town."
12687.jpg,1,"A man walking across a field holding a baseball bat."
12688.jpg,19,"A brown horse standing in the middle of a flower filled field."
12689.jpg,16 1 2 4,"A grey and green parrot on a stick in street."
12690.jpg,16,"a small bird is standing on top of a hill"
12691.jpg,1,"Two people standing on their skis on the snow."
12692.jpg,1 15,"there is a baseball game on and a player is preparing to run"
12693.jpg,1,"A man's hand is resting on a laptop."
12694.jpg,1,"A person riding a snowboard rides over a ramp in the snow."
12695.jpg,1 3 7,"a red train traveling through a city on a train track"
12696.jpg,1,"A woman splaying tennis swings at a tennis ball"
12697.jpg,17,"There is a kitten sitting next to a bowl of water."
12698.jpg,3 11 13,"A couple of cars in a parking lot by a stop sign."
12699.jpg,15,"An empty kitchen dining room with many pieces of wooden furniture."
12700.jpg,17 18,"A cat laying on top of a red piece of luggage."
12701.jpg,19,"A plate with a horse on it on a table."
12702.jpg,17,"Striped cat peering outside an open inside window."
12703.jpg,1 4,"A woman with pink hair riding a motorcycle."
12704.jpg,8 10 3 6,"A yellow trailer truck driving down a street."
12705.jpg,1,"A man on the beach flying a red, white, and blue kite."
12706.jpg,8 1 10 11,"A green and yellow fire hydrant sitting on a sidewalk."
12707.jpg,5,"British Airways plane taking off into the sky."
12708.jpg,1,"A surfer wearing a white shirt riding the waves."
12709.jpg,9 1,"Several ships set sail on a sunny day."
12710.jpg,9 1,"A group of four boats floating along a river under mountain."
12711.jpg,8 1 3 5,"A large passenger plane is sitting on the tarmac."
12712.jpg,1,"A man is skating down a slope on a road."
12713.jpg,1,"An elderly woman wearing a crown is talking on a cell phone."
12714.jpg,15,"A room filled with a wooden table and a green chair."
12715.jpg,10 3 13,"a car that is parked in a parking lot"
12716.jpg,1,"A group of people in the snow on skis."
12717.jpg,1,"a person that is on a tennis court with a racket"
12718.jpg,1 3 8 10 19,"A horse drawn carriage riding past a city trash truck."
12719.jpg,1,"A man with two suitcases on the street."
12720.jpg,17,"A black cat underneath a umbrella in a room."
12721.jpg,1,"There are very few people watching this baseball game."
12722.jpg,17,"A desktop computer sitting on top of a desk with a cat."
12723.jpg,1,"A young man is posing with an elephant calf."
12724.jpg,1 2 6 15,"the bus number 463 is heading to del am"
12725.jpg,1,"A man on skis with a stick in the snow."
12726.jpg,1,"a group of people stand on a beach with a man holding a surfboard"
12727.jpg,1,"A woman talking on her cell phone in front of a store window."
12728.jpg,1,"A man hitting a tennis ball with a racquet."
12729.jpg,17,"A cat laying on top of a blue umbrella."
12730.jpg,1,"A man sitting in front of a very large pizza on a cutting board."
12731.jpg,1 2 3 4 8,"A man riding a bike down a dirt road."
12732.jpg,1,"A group of people standing in water around a yellow surfboard."
12733.jpg,1,"An oriental meal arranged in dishes on a table."
12734.jpg,9 3 7,"Large vacation boat parked on the side of a busy roadway on a riverside."
12735.jpg,1,"A couple of giraffe standing next to each other."
12736.jpg,1,"A man is at the end of a cafeteria aisle with his lunch tray"
12737.jpg,3,"Adult sheep lying in dirt in enclosed area."
12738.jpg,1 3,"A picture of two people posing for a picture."
12739.jpg,1,"A boy wears a striped shirt as he holds a toothbrush and a blue cup."
12740.jpg,1,"A black-and-white photo of a kite surfer holding the kite."
12741.jpg,1,"A woman hunched over her white laptop computer."
12742.jpg,1 18 17,"A small child with her legs in the air as a cat and dog look at ther."
12743.jpg,1 7,"A full view of a body of water and people."
12744.jpg,8 17 3,"A white van parked next to a horse stable."
12745.jpg,1 3,"a couple of people are playing volley ball"
12746.jpg,1,"Two computer monitors sitting next to each other."
12747.jpg,1,"A herd of white sheep grazing on a lush green field."
12748.jpg,1 2,"A young man on a skateboard on a crowded sidewalk."
12749.jpg,1,"Man posing in a business suit in front of curtains."
12750.jpg,18,"A dog that is sitting on leather chair."
12751.jpg,1,"Snowboarder on red  ramp placed in snowy hillside"
12752.jpg,16,"A couple of sheep that are standing in the grass."
12753.jpg,1 4,"A woman standing on top of a motorcycle."
12754.jpg,1 4,"A man riding on a motor bike on a street."
12755.jpg,18 15,"A small dog sitting on top of a grass yard."
12756.jpg,1,"A man flying through the air while riding a skateboard."
12757.jpg,1,"Kitchen staff preparing meals in commercial facility area."
12758.jpg,1,"Adult reaching into open refrigerator for food items in kitchen."
12759.jpg,1,"Two people are preparing homemade doughnuts on their stove."
12760.jpg,1,"two people using video game controllers and a television"
12761.jpg,1,"A man riding a surfboard on a wave in the ocean."
12762.jpg,9,"An old broken skateboard laying on the beach."
12763.jpg,1,"Man and small boy staring intently at something."
12764.jpg,1,"People are flying a large kite in the snow."
12765.jpg,1 7,"Passengers walking on a platform next to a silver train."
12766.jpg,1,"Three people are riding surfboards and having a lot of fun."
12767.jpg,8 1 3 13,"A stop sign stands crookedly in front of a line of cars."
12768.jpg,3,"there is a small black clock on a black pole on the street"
12769.jpg,1,"teo women in all white playing tennis on a tennis court,"
12770.jpg,1,"The skier went down the ramp of fake snow."
12771.jpg,8 1 5,"A large passenger jet moving along an airport runway."
12772.jpg,1 19,"A group of people riding horses on beach next to trees."
12773.jpg,17 3 1,"A cat stuck in a car with a slightly opened window."
12774.jpg,1,"a guy that is on a skateboard on a ramp"
12775.jpg,1,"Two tennis players walk together on the court as a large audience watches."
12776.jpg,1,"A man tossing a white frisbee on top of a green field."
12777.jpg,1,"a panel of five people having a discussion on tv"
12778.jpg,1,"A surf boarder in a black and blue suit rides a wave in the ocean."
12779.jpg,1,"A person on some skis  riding on the snow."
12780.jpg,19,"A horse that is walking around by themself."
12781.jpg,1 19,"some horses are running and some people"
12782.jpg,1 18,"Some people in a living room playing with a video game console."
12783.jpg,8 1 5,"Three airplanes with leaves on the tails sitting on a tarmac"
12784.jpg,1 4,"A group of bikers sitting on top of a hill with their motorcycles."
12785.jpg,1,"Several images of a skate boarder in a skate park."
12786.jpg,8 1,"A giraffe sticking its head into a truck on dirt field."
12787.jpg,1,"Two women kneeling in the grass next to lambs."
12788.jpg,1,"A woman on a patch of grass about to catch a frisbee."
12789.jpg,1,"A man with white, back and red makeup on his face."
12790.jpg,1,"A child takes a selfie with a cell phone."
12791.jpg,1,"Boy looks through gate at elephant in distance."
12792.jpg,4,"there is a very nice motorcycle that is parked outside"
12793.jpg,1,"A bald headed man wearing a pink neck tie."
12794.jpg,1,"A person out on a still lake on a wind surfing board."
12795.jpg,1 2 3 8 11,"A busy street,on one side of which are shops."
12796.jpg,9,"a dock with many boats docked and also a black raft boat"
12797.jpg,1,"A man falling on a bed as another watches."
12798.jpg,1 7,"A white modern train parked in a station."
12799.jpg,8 1 3 6,"a red double decker bus a regular bus and a tow truck"
12800.jpg,3 1 11,"A man and woman standing near a fire hydrant."
12801.jpg,1,"A man standing on a ladder next to a clock tower."
12802.jpg,1,"The people are talking into microphones to entertain the public"
12803.jpg,1 19,"A woman sits on top of a dark black horse."
12804.jpg,1,"A man holding a tennis racket tries to hit the ball."
12805.jpg,1,"Someone holding a sandwich in a submarine roll."
12806.jpg,1,"a young person riding skis on a snowy slope"
12807.jpg,1,"A large group of people at a event in stadium."
12808.jpg,1,"A professional football player running onto the field."
12809.jpg,17 1 15,"A stray cat standing on asphault in a public park."
12810.jpg,8 1 2 3,"A man approaches an intersection in the rain."
12811.jpg,1,"Man in wet suit surfing in a white water stream."
12812.jpg,7,"A train is pulling into an empty platform."
12813.jpg,17,"A cat sitting on the toilet bowl cover in a messy bathroom"
12814.jpg,1 15,"A person on a wooden bench by the water."
12815.jpg,1,"A group of men standing around a white and black cow sitting on a dirt road."
12816.jpg,1,"A young boy wearing a hat to look at a zoo exhibit."
12817.jpg,16 17,"A cat sitting on a DVD player and looking at a screen with an owl on it."
12818.jpg,1,"A young man holding a Nintendo Wii game controller."
12819.jpg,1,"a person jumping a skate board in the air"
12820.jpg,1,"A behind the plate shot of a baseball game"
12821.jpg,5,"A formation of airplanes flying above palm trees."
12822.jpg,13,"There is a stop sign at the railroad crossing"
12823.jpg,1 17,"Two cats sitting at the feet of a woman preparing food."
12824.jpg,1,"An old man standing on a tennis court holding a tennis racquet."
12825.jpg,9,"Two brown cows in a marsh near a boat"
12826.jpg,15,"A tree in the middle of a grass area and a bench next to a railing area with a blue sky in the background."
12827.jpg,1,"A young man holding a tennis racquet on a tennis court."
12828.jpg,1 18,"A man is on a beach with two dogs."
12829.jpg,1,"Baseball game ongoing with pitcher and batter hitting the pitch; umpire and catcher also in the scene."
12830.jpg,1,"A man standing next to a woman in a living room."
12831.jpg,1,"Several kites are being flown on a large field."
12832.jpg,1 11,"A red and blue fire hydrant sitting on a sidewalk."
12833.jpg,1,"A smiling lady by a counter displaying some items."
12834.jpg,1 9,"A group of men are sitting at a table with plates, pitchers, and cups."
12835.jpg,1,"A young child holding onto a small baseball bat"
12836.jpg,1,"A cook is taking something out of an oven."
12837.jpg,1,"A person on a snowboard jumping in the air."
12838.jpg,3 10 11,"A street scene with focus on a Mexican restaurant."
12839.jpg,8 1 19,"Two horses stand side by side in a trailer."
12840.jpg,8 13,"A 4-way stop sign in front of a house."
12841.jpg,1 3,"A group of people eating outdoors near a car with an open trunk."
12842.jpg,1,"A man skateboarding on a concrete arch as another man spectates."
12843.jpg,1 6,"a yellow bus is sitting by the side of the road"
12844.jpg,1,"a number of people on a baseball field"
12845.jpg,5,"A large fighter jet flying on it's side with snow trailing behind it."
12846.jpg,1,"A wooden shelf in a store filled with fresh fruits."
12847.jpg,1,"a woman sitting in a living room with a baby standing on her lap"
12848.jpg,8 3 7,"A train is standing at a railway station,and a car is parked in front of it."
12849.jpg,1,"A man cuts a plate of food with a knife and a fork."
12850.jpg,7,"A train track near a grassy area during the day."
12851.jpg,9,"A large boat dock with several boats anchored in a bay."
12852.jpg,8 3 13 15,"A large truck stops at the stop sign."
12853.jpg,1,"A group of people standing around a juice bar."
12854.jpg,13,"There are traffic signs shown in a different language."
12855.jpg,1 3 4,"A pile of ripe bananas sitting on top of a table."
12856.jpg,5,"A row of parked jets sitting on top of a dirt ground."
12857.jpg,18,"A laptop computer sitting on top of a table."
12858.jpg,13,"A street sign sits on top of the stop sign."
12859.jpg,1,"a large elephant is laying down near a person"
12860.jpg,1 10 3,"Adult wearing tie taking photo near crowd at outdoor event."
12861.jpg,1,"A couple sitting at a table set for dinner in a cabin"
12862.jpg,5,"A silver European bomber jet sitting on the runway."
12863.jpg,1 15,"A woman in shirt and pants playing tennis."
12864.jpg,7,"A blue train pulling into a station next to a platform."
12865.jpg,1,"Many people in orange shirts are having fun with the Wii."
12866.jpg,18 1 10 3,"A lady running by a dog on a skate board."
12867.jpg,8 1,"Workers in uniforms next to a truck and construction equipment"
12868.jpg,9 3 5 6,"there is a boat in the water and a plane low to the ground"
12869.jpg,1,"A person wearing red pants and goggles while riding a ski."
12870.jpg,8,"A Tundra truck parked on a gravel in front of a blue building."
12871.jpg,1 18 19,"A white horse standing in a puddle of water next to a man laying on the ground."
12872.jpg,1,"A man that is chasing a frisbee in the grass."
12873.jpg,5,"A large propeller airplane flying through a  blue sky."
12874.jpg,4,"a plate filled with a pzza covered with some mixed veggies"
12875.jpg,1,"Chef and young man preparing bowls of food in a kitchen."
12876.jpg,1,"A group of men standing on a sandy beach."
12877.jpg,4,"There is a motorcycle with a Minnesota license plate on it"
12878.jpg,1,"A baseball player up to plate ready to swing."
12879.jpg,1 3 5,"A large jet sitting on top of a runway."
12880.jpg,11,"A fire hydrant on a sidewalk next to a street."
12881.jpg,1,"This is an image of a large meal."
12882.jpg,1,"A couple of trays of uncooked pizza sitting on a table."
12883.jpg,1 15,"A woman riding on the back of an elephant."
12884.jpg,1,"some people plates and a chocolate cake in a white box"
12885.jpg,1,"A couple of kite boarders are in the water."
12886.jpg,1,"Two couples sitting near a bar drinking wine."
12887.jpg,1,"a group of people with skiies on a side of a hill"
12888.jpg,1,"Two pizzas on top of paper plates placed on a wooden table."
12889.jpg,15,"Several empty wine glasses sitting on a table."
12890.jpg,7,"A yellow and red train traveling down train tracks."
12891.jpg,8 1,"An elephant is being guided into a cage."
12892.jpg,18,"dog climbing on the back of the couch looking back"
12893.jpg,8 6,"one regular bus and three double decked buses two of them are backed in"
12894.jpg,1 3 6,"A blue and white bus driving down a street near trees."
12895.jpg,1,"a couple of people that are on a baseball field"
12896.jpg,10 3 13,"A red traffic light next to a stop sign with a double arrow sign also."
12897.jpg,1 3,"A tennis player caught in the middle of a serve."
12898.jpg,17,"Two cats are around the lounge chair."
12899.jpg,1,"Several people are flying their respected kits."
12900.jpg,1,"A man sitting down at a table to a funnel cake."
12901.jpg,6,"A bus is traveling down a curvy road."
12902.jpg,1,"African man holding out hand to baby elephant"
12903.jpg,5,"a blue and white plane is on a runway"
12904.jpg,1,"A man taking a picture of himself in a bathroom mirror."
12905.jpg,1 3 14,"Several cars with their windshields smashed are parked on a city street and several people are inspecting them."
12906.jpg,1,"A man in his underwear riding a skateboard down a street."
12907.jpg,1,"A group of animals walking down a dirt road."
12908.jpg,1,"a man surfs a wave on a little wave in the ocean"
12909.jpg,1 19,"Two horses drive a plow in front of two men."
12910.jpg,19 1 3,"Two people are riding horses while another leads a pony."
12911.jpg,1,"The woman in uniform is using a sword to cut a cake."
12912.jpg,1 15,"A batter, catcher and umpire in batting stance with bullpen in background."
12913.jpg,1,"A group of four men sitting around a table looking at computers."
12914.jpg,1 15,"A man in a Santa hat hugging a large teddy bear"
12915.jpg,1 7,"an old blue train is sitting on the tracks"
12916.jpg,1,"A wine glass sits next to a vase on a table."
12917.jpg,1,"A group of people standing around to very large stuffed animals."
12918.jpg,1 2,"a female with a bubble jacket is skating"
12919.jpg,19,"A horse is shadowed against the sky and water."
12920.jpg,1,"a person holds on to a phone while laying on the ground"
12921.jpg,1,"The woman is walking with a pick umbrella."
12922.jpg,1 3 6,"A double decked bus is near a red brick building."
12923.jpg,8,"a giant transport truck without a cargo attachment"
12924.jpg,1 3 6,"There's someone waiting for the bus at the bus stop."
12925.jpg,1,"A group of kids in a room with remotes."
12926.jpg,19,"There is a large horse grazing near a lighthouse"
12927.jpg,1,"Two people are sitting on the couch with Wii remotes."
12928.jpg,1 3,"Large clock tower with fencing, trees, and blue sky"
12929.jpg,1,"A man holds a frisbee while others walk away."
12930.jpg,1,"a close up of a woman in pigtails a shirt and tie"
12931.jpg,18,"A dog that is laying down on a purple bed."
12932.jpg,1 2,"A man riding a skateboard down a walkway."
12933.jpg,1,"three people sitting with laptops and their feet on a table"
12934.jpg,1 15,"People riding along a path on the backs of elephants."
12935.jpg,8 2 15,"a fedex truck driving away from a building with a bench and bikes"
12936.jpg,16,"the giraffes are all standing next to a tree and eating"
12937.jpg,1,"A young man outdoors in a park using his cellphone to text."
12938.jpg,1,"This lady is standing sideways on her skiis."
12939.jpg,1 2 3 6 8,"A couple riding bicycles in a RV park turn to look at something out of frame."
12940.jpg,1,"A man riding a surfboard on a wave in the ocean."
12941.jpg,1 3,"A uniformed baseball player is swinging a bat."
12942.jpg,1,"A man in a wheelchair sits with family around a television in a living room."
12943.jpg,18,"A small dog sitting on top of a computer  in a bag"
12944.jpg,1,"two people standing in an open field with a frisbee"
12945.jpg,8 1 3,"Several kids gather at a ramp to compare frisbees."
12946.jpg,8 1 4,"A man riding a motorbike on a dirt road."
12947.jpg,1,"A woman laying down on her stomach using a laptop"
12948.jpg,1 4,"a blue and yellow motorcycle parked, has pipes.."
12949.jpg,1,"A man flies a kite in a park"
12950.jpg,1 3 14,"This man is sitting on a ledge using a phone"
12951.jpg,1,"A teenager performs a trick on his skate board."
12952.jpg,1,"a bunch of people on skate boards perform tricks for a camera man"
12953.jpg,1,"Three laptop computers sit on a long table."
12954.jpg,1,"A woman and child sitting in front of a frosted cake."
12955.jpg,1,"a man holding onto a tiny little keyboard"
12956.jpg,1 15,"A man stands at base with a baseball bat."
12957.jpg,1,"a man standing on a tennis court waiting for a ball"
12958.jpg,1,"a woman in a bikini cleaning herself off with a shower head"
12959.jpg,1 9,"A man in sunglasses looking at a menu outdoors."
12960.jpg,1,"A groups of people stand on the beach near the water."
12961.jpg,1,"A pan sitting on a table that has a cooked pizza on it."
12962.jpg,3,"Street signs marked with some kind of Asian writing"
12963.jpg,1,"A snowboarder is going through a pipe vertically."
12964.jpg,1,"Young basketball players run down the court in a game of basketball."
12965.jpg,1 18 15,"A man and a dog pose for a photo in front of a small white house."
12966.jpg,1 3,"a man jumping up a little to hit a tennis ball"
12967.jpg,1,"A group of people standing on a beach next to an orange fence."
12968.jpg,1 2 15,"A man and a woman sitting on two city benches."
12969.jpg,1 5,"the Skyteam aircraft on a snowy runway at an airport"
12970.jpg,1,"a person on skis is looking up a slope"
12971.jpg,1 2 15,"A woman on laptop next to bicycle leaning on wall."
12972.jpg,3 11 13,"A red stop sign with the word 3 way written under it."
12973.jpg,10,"A blue street sign sitting next to a tall building."
12974.jpg,1,"A man flying through the air while riding a snowboard."
12975.jpg,17,"Black and white photograph of a cat in a window."
12976.jpg,9 1,"People are in the water with kites in the air."
12977.jpg,1,"A woman on a tennis court swinging a tennis racket."
12978.jpg,1,"A man sits in front of two laptop computers and other electronics."
12979.jpg,1 10 3 6,"a man with a camera shoots his friends"
12980.jpg,1,"A hand is holding a Wii remote control."
12981.jpg,1,"A man on a tennis court stretching to return a hit"
12982.jpg,1 3,"A giraffe is crossing the street in front of a white car."
12983.jpg,8,"A truck that is parked among some trees."
12984.jpg,1,"A black and white image of a man holding a frisbee"
12985.jpg,1,"A young towel-wrapped child is on a bed, facing a window."
12986.jpg,5,"An airplane going over a city with a moon."
12987.jpg,1 4,"A man is taking a ride on his motorcycle near the country side."
12988.jpg,1,"A boy standing with a cell phone in front of a mirror."
